MOVIMIENTO_ID,EMPRESA_ID,FECHA,CONTRATO_ID,CENTRO_CONTABLE,CUENTA_ID,DIVISA,IMPORTE,LINEA_CUENTA_RESULTADOS,CONCEPTO_GESTION
300,1,2025-09-01,1035,2,760004,EUR,478.62,CR0008,Comisión estudio préstamo
301,1,2025-09-01,3012,1,760022,EUR,1406.33,CR0008,Comisión suscripción fondos
302,1,2025-09-01,3012,1,760024,EUR,210.95,CR001104,Reparto internegocio banco 15%
303,1,2025-09-01,3012,1,760025,EUR,1195.38,CR001104,Reparto internegocio fábrica 85%
304,1,2025-09-01,3018,2,760024,EUR,149.58,CR001104,Reparto internegocio banco 15%
305,1,2025-09-01,1055,4,760001,EUR,2320.51,CR0001,Intereses cobrados préstamo hipotecario
306,1,2025-09-01,1024,2,760001,EUR,1879.14,CR0001,Intereses cobrados préstamo hipotecario
307,1,2025-09-01,3026,2,760024,EUR,189.47,CR001104,Reparto internegocio banco 15%
308,1,2025-09-01,1024,2,760001,EUR,3540.73,CR0001,Intereses cobrados préstamo hipotecario
309,1,2025-09-01,2041,3,640001,EUR,-2651.54,CR0003,Intereses pagados depósito plazo fijo
310,1,2025-09-01,1029,2,760002,EUR,326.12,CR0008,Comisión apertura préstamo
311,1,2025-09-01,2024,2,640001,EUR,-1492.58,CR0003,Intereses pagados depósito plazo fijo
312,1,2025-09-01,3028,2,760023,EUR,679.65,CR0008,Comisión reembolso fondos
313,1,2025-09-01,3028,2,760024,EUR,101.95,CR001104,Reparto internegocio banco 15%
314,1,2025-09-01,3028,2,760025,EUR,577.7,CR001104,Reparto internegocio fábrica 85%
315,1,2025-09-01,3044,4,760024,EUR,137.57,CR001104,Reparto internegocio banco 15%
316,1,2025-09-01,3008,1,760021,EUR,591.95,CR0008,Comisión gestión fondos
317,1,2025-09-01,3008,1,760024,EUR,88.79,CR001104,Reparto internegocio banco 15%
318,1,2025-09-01,3008,1,760025,EUR,503.16,CR001104,Reparto internegocio fábrica 85%
319,1,2025-09-01,3003,1,760024,EUR,148.53,CR001104,Reparto internegocio banco 15%
320,1,2025-09-01,3058,5,760026,EUR,115.05,CR0008,Comisión distribución fondos
321,1,2025-09-01,2005,1,760011,EUR,230.07,CR0008,Comisión gestión depósito
322,1,2025-09-01,2002,1,640001,EUR,-2564.7,CR0003,Intereses pagados depósito plazo fijo
323,1,2025-09-01,3004,1,760023,EUR,576.43,CR0008,Comisión reembolso fondos
324,1,2025-09-01,3004,1,760024,EUR,86.46,CR001104,Reparto internegocio banco 15%
325,1,2025-09-01,3004,1,760025,EUR,489.97,CR001104,Reparto internegocio fábrica 85%
326,1,2025-09-01,3032,2,760025,EUR,1020.01,CR001104,Reparto internegocio fábrica 85%
327,1,2025-09-01,1049,4,760004,EUR,451.96,CR0008,Comisión estudio préstamo
328,1,2025-09-01,3050,4,760026,EUR,233.64,CR0008,Comisión distribución fondos
329,1,2025-09-01,3036,3,760024,EUR,56.88,CR001104,Reparto internegocio banco 15%
330,1,2025-09-01,3038,3,760022,EUR,844.28,CR0008,Comisión suscripción fondos
331,1,2025-09-01,3038,3,760024,EUR,126.64,CR001104,Reparto internegocio banco 15%
332,1,2025-09-01,3038,3,760025,EUR,717.64,CR001104,Reparto internegocio fábrica 85%
333,1,2025-09-01,3037,3,760022,EUR,962.93,CR0008,Comisión suscripción fondos
334,1,2025-09-01,3037,3,760024,EUR,144.44,CR001104,Reparto internegocio banco 15%
335,1,2025-09-01,3037,3,760025,EUR,818.49,CR001104,Reparto internegocio fábrica 85%
336,1,2025-09-01,2012,1,691001,EUR,-41.3,CR001302,Impuesto depósitos
337,1,2025-09-01,3053,5,760024,EUR,267.67,CR001104,Reparto internegocio banco 15%
338,1,2025-09-01,1007,1,760003,EUR,152.0,CR0008,Comisión cancelación préstamo
339,1,2025-09-01,2015,1,691002,EUR,-21.83,CR001301,Fondo garantía depósitos
340,1,2025-09-01,1016,1,760001,EUR,3730.66,CR0001,Intereses cobrados préstamo hipotecario
341,1,2025-09-01,2026,2,691001,EUR,-40.6,CR001302,Impuesto depósitos
342,1,2025-09-01,2045,4,691002,EUR,-22.65,CR001301,Fondo garantía depósitos
343,1,2025-09-01,1049,4,760001,EUR,2629.62,CR0001,Intereses cobrados préstamo hipotecario
344,1,2025-09-01,1020,2,760004,EUR,460.55,CR0008,Comisión estudio préstamo
345,1,2025-09-01,1003,1,760003,EUR,271.31,CR0008,Comisión cancelación préstamo
346,1,2025-09-01,3049,4,760023,EUR,1468.63,CR0008,Comisión reembolso fondos
347,1,2025-09-01,3049,4,760024,EUR,220.29,CR001104,Reparto internegocio banco 15%
348,1,2025-09-01,3049,4,760025,EUR,1248.34,CR001104,Reparto internegocio fábrica 85%
349,1,2025-09-01,2031,2,691001,EUR,-19.55,CR001302,Impuesto depósitos
350,1,2025-09-01,1024,2,760004,EUR,442.96,CR0008,Comisión estudio préstamo
351,1,2025-09-01,1006,1,760002,EUR,687.41,CR0008,Comisión apertura préstamo
352,1,2025-09-01,2033,3,691001,EUR,-43.11,CR001302,Impuesto depósitos
353,1,2025-09-01,3042,3,760026,EUR,147.42,CR0008,Comisión distribución fondos
354,1,2025-09-01,1014,1,760002,EUR,580.24,CR0008,Comisión apertura préstamo
355,1,2025-09-01,3029,2,760022,EUR,594.52,CR0008,Comisión suscripción fondos
356,1,2025-09-01,3029,2,760024,EUR,89.18,CR001104,Reparto internegocio banco 15%
357,1,2025-09-01,3029,2,760025,EUR,505.35,CR001104,Reparto internegocio fábrica 85%
358,1,2025-09-01,3013,1,760021,EUR,925.76,CR0008,Comisión gestión fondos
359,1,2025-09-01,3013,1,760024,EUR,138.86,CR001104,Reparto internegocio banco 15%
360,1,2025-09-01,3013,1,760025,EUR,786.89,CR001104,Reparto internegocio fábrica 85%
361,1,2025-09-01,3036,3,760026,EUR,156.97,CR0008,Comisión distribución fondos
362,1,2025-09-01,1059,5,760001,EUR,2987.94,CR0001,Intereses cobrados préstamo hipotecario
363,1,2025-09-01,2025,2,760011,EUR,201.57,CR0008,Comisión gestión depósito
364,1,2025-09-01,2030,2,691002,EUR,-29.31,CR001301,Fondo garantía depósitos
365,1,2025-09-01,1049,4,760001,EUR,2759.22,CR0001,Intereses cobrados préstamo hipotecario
366,1,2025-09-01,1051,4,760004,EUR,344.31,CR0008,Comisión estudio préstamo
367,1,2025-09-01,2046,4,691002,EUR,-24.26,CR001301,Fondo garantía depósitos
368,1,2025-09-01,1051,4,760004,EUR,214.85,CR0008,Comisión estudio préstamo
369,1,2025-09-01,1047,4,760001,EUR,3683.99,CR0001,Intereses cobrados préstamo hipotecario
370,1,2025-09-01,3016,1,760026,EUR,203.71,CR0008,Comisión distribución fondos
371,1,2025-09-01,3036,3,760025,EUR,1088.02,CR001104,Reparto internegocio fábrica 85%
372,1,2025-09-01,2023,2,760012,EUR,117.43,CR0008,Comisión cancelación anticipada depósito
373,1,2025-09-01,2036,3,691001,EUR,-19.32,CR001302,Impuesto depósitos
374,1,2025-09-01,2005,1,691002,EUR,-13.22,CR001301,Fondo garantía depósitos
375,1,2025-09-01,1049,4,760004,EUR,335.69,CR0008,Comisión estudio préstamo
376,1,2025-09-01,1060,5,760001,EUR,3340.41,CR0001,Intereses cobrados préstamo hipotecario
377,1,2025-09-01,1036,3,760002,EUR,518.67,CR0008,Comisión apertura préstamo
378,1,2025-09-01,3023,2,760023,EUR,432.56,CR0008,Comisión reembolso fondos
379,1,2025-09-01,3023,2,760024,EUR,64.88,CR001104,Reparto internegocio banco 15%
380,1,2025-09-01,3023,2,760025,EUR,367.68,CR001104,Reparto internegocio fábrica 85%
381,1,2025-09-01,1049,4,760003,EUR,151.61,CR0008,Comisión cancelación préstamo
382,1,2025-09-01,3039,3,760025,EUR,1630.27,CR001104,Reparto internegocio fábrica 85%
383,1,2025-09-01,1030,2,760003,EUR,208.94,CR0008,Comisión cancelación préstamo
384,1,2025-09-01,2002,1,760011,EUR,88.52,CR0008,Comisión gestión depósito
385,1,2025-09-01,3033,3,760024,EUR,275.82,CR001104,Reparto internegocio banco 15%
386,1,2025-09-01,3031,2,760024,EUR,93.4,CR001104,Reparto internegocio banco 15%
387,1,2025-09-01,2029,2,691002,EUR,-14.82,CR001301,Fondo garantía depósitos
388,1,2025-09-01,2034,3,640001,EUR,-2740.44,CR0003,Intereses pagados depósito plazo fijo
389,1,2025-09-01,1016,1,760001,EUR,2964.12,CR0001,Intereses cobrados préstamo hipotecario
390,1,2025-09-01,2026,2,760011,EUR,231.56,CR0008,Comisión gestión depósito
391,1,2025-09-01,3040,3,760024,EUR,237.74,CR001104,Reparto internegocio banco 15%
392,1,2025-09-01,2022,2,640001,EUR,-2190.26,CR0003,Intereses pagados depósito plazo fijo
393,1,2025-09-01,3033,3,760022,EUR,642.05,CR0008,Comisión suscripción fondos
394,1,2025-09-01,3033,3,760024,EUR,96.31,CR001104,Reparto internegocio banco 15%
395,1,2025-09-01,3033,3,760025,EUR,545.74,CR001104,Reparto internegocio fábrica 85%
396,1,2025-09-01,2025,2,760011,EUR,221.83,CR0008,Comisión gestión depósito
397,1,2025-09-01,1028,2,760001,EUR,2859.71,CR0001,Intereses cobrados préstamo hipotecario
398,1,2025-09-01,2049,4,760011,EUR,173.88,CR0008,Comisión gestión depósito
399,1,2025-09-01,2055,5,691001,EUR,-25.9,CR001302,Impuesto depósitos
400,1,2025-09-01,2007,1,640001,EUR,-2059.67,CR0003,Intereses pagados depósito plazo fijo
401,1,2025-09-01,3017,2,760021,EUR,1384.39,CR0008,Comisión gestión fondos
402,1,2025-09-01,3017,2,760024,EUR,207.66,CR001104,Reparto internegocio banco 15%
403,1,2025-09-01,3017,2,760025,EUR,1176.73,CR001104,Reparto internegocio fábrica 85%
404,1,2025-09-01,3008,1,760021,EUR,776.4,CR0008,Comisión gestión fondos
405,1,2025-09-01,3008,1,760024,EUR,116.46,CR001104,Reparto internegocio banco 15%
406,1,2025-09-01,3008,1,760025,EUR,659.94,CR001104,Reparto internegocio fábrica 85%
407,1,2025-09-01,2006,1,760012,EUR,167.78,CR0008,Comisión cancelación anticipada depósito
408,1,2025-09-01,1052,4,760001,EUR,3411.61,CR0001,Intereses cobrados préstamo hipotecario
409,1,2025-09-01,3053,5,760023,EUR,712.21,CR0008,Comisión reembolso fondos
410,1,2025-09-01,3053,5,760024,EUR,106.83,CR001104,Reparto internegocio banco 15%
411,1,2025-09-01,3053,5,760025,EUR,605.38,CR001104,Reparto internegocio fábrica 85%
412,1,2025-09-01,2012,1,760011,EUR,244.68,CR0008,Comisión gestión depósito
413,1,2025-09-01,3031,2,760022,EUR,458.55,CR0008,Comisión suscripción fondos
414,1,2025-09-01,3031,2,760024,EUR,68.78,CR001104,Reparto internegocio banco 15%
415,1,2025-09-01,3031,2,760025,EUR,389.76,CR001104,Reparto internegocio fábrica 85%
416,1,2025-09-01,2010,1,691002,EUR,-26.34,CR001301,Fondo garantía depósitos
417,1,2025-09-01,3012,1,760022,EUR,994.64,CR0008,Comisión suscripción fondos
418,1,2025-09-01,3012,1,760024,EUR,149.2,CR001104,Reparto internegocio banco 15%
419,1,2025-09-01,3012,1,760025,EUR,845.44,CR001104,Reparto internegocio fábrica 85%
420,1,2025-09-01,3021,2,760025,EUR,1196.71,CR001104,Reparto internegocio fábrica 85%
421,1,2025-09-01,2013,1,691002,EUR,-17.94,CR001301,Fondo garantía depósitos
422,1,2025-09-01,2030,2,760012,EUR,65.77,CR0008,Comisión cancelación anticipada depósito
423,1,2025-09-01,3023,2,760022,EUR,658.45,CR0008,Comisión suscripción fondos
424,1,2025-09-01,3023,2,760024,EUR,98.77,CR001104,Reparto internegocio banco 15%
425,1,2025-09-01,3023,2,760025,EUR,559.68,CR001104,Reparto internegocio fábrica 85%
426,1,2025-09-01,2032,2,760012,EUR,117.7,CR0008,Comisión cancelación anticipada depósito
427,1,2025-09-01,1011,1,760004,EUR,201.6,CR0008,Comisión estudio préstamo
428,1,2025-09-01,3053,5,760026,EUR,128.7,CR0008,Comisión distribución fondos
429,1,2025-09-01,1037,3,760001,EUR,3563.02,CR0001,Intereses cobrados préstamo hipotecario
430,1,2025-09-01,2011,1,691002,EUR,-23.27,CR001301,Fondo garantía depósitos
431,1,2025-09-01,2041,3,691001,EUR,-17.73,CR001302,Impuesto depósitos
432,1,2025-09-01,3044,4,760021,EUR,583.9,CR0008,Comisión gestión fondos
433,1,2025-09-01,3044,4,760024,EUR,87.58,CR001104,Reparto internegocio banco 15%
434,1,2025-09-01,3044,4,760025,EUR,496.31,CR001104,Reparto internegocio fábrica 85%
435,1,2025-09-01,2028,2,760011,EUR,138.18,CR0008,Comisión gestión depósito
436,1,2025-09-01,1066,5,760001,EUR,2706.41,CR0001,Intereses cobrados préstamo hipotecario
437,1,2025-09-01,1062,5,760001,EUR,2495.91,CR0001,Intereses cobrados préstamo hipotecario
438,1,2025-09-01,3005,1,760022,EUR,728.87,CR0008,Comisión suscripción fondos
439,1,2025-09-01,3005,1,760024,EUR,109.33,CR001104,Reparto internegocio banco 15%
440,1,2025-09-01,3005,1,760025,EUR,619.54,CR001104,Reparto internegocio fábrica 85%
441,1,2025-09-01,2054,5,691001,EUR,-44.13,CR001302,Impuesto depósitos
442,1,2025-09-01,2049,4,760011,EUR,169.76,CR0008,Comisión gestión depósito
443,1,2025-09-01,3022,2,760022,EUR,1078.36,CR0008,Comisión suscripción fondos
444,1,2025-09-01,3022,2,760024,EUR,161.75,CR001104,Reparto internegocio banco 15%
445,1,2025-09-01,3022,2,760025,EUR,916.61,CR001104,Reparto internegocio fábrica 85%
446,1,2025-09-01,1022,2,760003,EUR,346.25,CR0008,Comisión cancelación préstamo
447,1,2025-09-01,2025,2,691001,EUR,-34.18,CR001302,Impuesto depósitos
448,1,2025-09-01,3022,2,760023,EUR,631.67,CR0008,Comisión reembolso fondos
449,1,2025-09-01,3022,2,760024,EUR,94.75,CR001104,Reparto internegocio banco 15%
450,1,2025-09-01,3022,2,760025,EUR,536.92,CR001104,Reparto internegocio fábrica 85%
451,1,2025-09-01,3052,4,760025,EUR,1663.79,CR001104,Reparto internegocio fábrica 85%
452,1,2025-09-01,1033,2,760001,EUR,4104.6,CR0001,Intereses cobrados préstamo hipotecario
453,1,2025-09-01,3015,1,760026,EUR,116.13,CR0008,Comisión distribución fondos
454,1,2025-09-01,1056,4,760001,EUR,3177.33,CR0001,Intereses cobrados préstamo hipotecario
455,1,2025-09-01,2021,2,691002,EUR,-23.25,CR001301,Fondo garantía depósitos
456,1,2025-09-01,3058,5,760022,EUR,1460.3,CR0008,Comisión suscripción fondos
457,1,2025-09-01,3058,5,760024,EUR,219.05,CR001104,Reparto internegocio banco 15%
458,1,2025-09-01,3058,5,760025,EUR,1241.26,CR001104,Reparto internegocio fábrica 85%
459,1,2025-09-01,2001,1,640001,EUR,-2932.29,CR0003,Intereses pagados depósito plazo fijo
460,1,2025-09-01,3029,2,760023,EUR,762.0,CR0008,Comisión reembolso fondos
461,1,2025-09-01,3029,2,760024,EUR,114.3,CR001104,Reparto internegocio banco 15%
462,1,2025-09-01,3029,2,760025,EUR,647.7,CR001104,Reparto internegocio fábrica 85%
463,1,2025-09-01,1047,4,760001,EUR,3902.11,CR0001,Intereses cobrados préstamo hipotecario
464,1,2025-09-01,1015,1,760001,EUR,2807.47,CR0001,Intereses cobrados préstamo hipotecario
465,1,2025-09-01,2043,4,760011,EUR,243.38,CR0008,Comisión gestión depósito
466,1,2025-09-01,3053,5,760021,EUR,878.77,CR0008,Comisión gestión fondos
467,1,2025-09-01,3053,5,760024,EUR,131.82,CR001104,Reparto internegocio banco 15%
468,1,2025-09-01,3053,5,760025,EUR,746.96,CR001104,Reparto internegocio fábrica 85%
469,1,2025-09-01,2037,3,760011,EUR,223.49,CR0008,Comisión gestión depósito
470,1,2025-09-01,2023,2,760011,EUR,92.59,CR0008,Comisión gestión depósito
471,1,2025-09-01,1050,4,760003,EUR,192.02,CR0008,Comisión cancelación préstamo
472,1,2025-09-01,2024,2,640001,EUR,-1368.69,CR0003,Intereses pagados depósito plazo fijo
473,1,2025-09-01,1038,3,760002,EUR,432.64,CR0008,Comisión apertura préstamo
474,1,2025-09-01,3060,5,760022,EUR,664.49,CR0008,Comisión suscripción fondos
475,1,2025-09-01,3060,5,760024,EUR,99.67,CR001104,Reparto internegocio banco 15%
476,1,2025-09-01,3060,5,760025,EUR,564.82,CR001104,Reparto internegocio fábrica 85%
477,1,2025-09-01,1001,1,760004,EUR,340.89,CR0008,Comisión estudio préstamo
478,1,2025-09-01,1018,2,760001,EUR,3725.0,CR0001,Intereses cobrados préstamo hipotecario
479,1,2025-09-01,2014,1,691002,EUR,-25.46,CR001301,Fondo garantía depósitos
480,1,2025-09-01,2036,3,691002,EUR,-28.01,CR001301,Fondo garantía depósitos
481,1,2025-09-01,1063,5,760003,EUR,337.62,CR0008,Comisión cancelación préstamo
482,1,2025-09-01,1044,3,760003,EUR,343.52,CR0008,Comisión cancelación préstamo
483,1,2025-09-01,1064,5,760001,EUR,3995.59,CR0001,Intereses cobrados préstamo hipotecario
484,1,2025-09-01,2049,4,640001,EUR,-2282.79,CR0003,Intereses pagados depósito plazo fijo
485,1,2025-09-01,1010,1,760001,EUR,2695.12,CR0001,Intereses cobrados préstamo hipotecario
486,1,2025-09-01,2027,2,760012,EUR,77.46,CR0008,Comisión cancelación anticipada depósito
487,1,2025-09-01,3035,3,760026,EUR,243.35,CR0008,Comisión distribución fondos
488,1,2025-09-01,1031,2,760004,EUR,421.37,CR0008,Comisión estudio préstamo
489,1,2025-09-01,2052,4,760011,EUR,165.6,CR0008,Comisión gestión depósito
490,1,2025-09-01,1060,5,760003,EUR,338.88,CR0008,Comisión cancelación préstamo
491,1,2025-09-01,3026,2,760025,EUR,1556.04,CR001104,Reparto internegocio fábrica 85%
492,1,2025-09-01,1004,1,760004,EUR,222.79,CR0008,Comisión estudio préstamo
493,1,2025-09-01,3026,2,760022,EUR,918.71,CR0008,Comisión suscripción fondos
494,1,2025-09-01,3026,2,760024,EUR,137.81,CR001104,Reparto internegocio banco 15%
495,1,2025-09-01,3026,2,760025,EUR,780.9,CR001104,Reparto internegocio fábrica 85%
496,1,2025-09-01,3039,3,760022,EUR,1180.99,CR0008,Comisión suscripción fondos
497,1,2025-09-01,3039,3,760024,EUR,177.15,CR001104,Reparto internegocio banco 15%
498,1,2025-09-01,3039,3,760025,EUR,1003.84,CR001104,Reparto internegocio fábrica 85%
499,1,2025-09-01,1045,3,760001,EUR,1969.89,CR0001,Intereses cobrados préstamo hipotecario
500,1,2025-09-01,3038,3,760021,EUR,1204.87,CR0008,Comisión gestión fondos
501,1,2025-09-01,3038,3,760024,EUR,180.73,CR001104,Reparto internegocio banco 15%
502,1,2025-09-01,3038,3,760025,EUR,1024.14,CR001104,Reparto internegocio fábrica 85%
503,1,2025-09-01,2050,4,760011,EUR,118.29,CR0008,Comisión gestión depósito
504,1,2025-09-01,3055,5,760022,EUR,1119.23,CR0008,Comisión suscripción fondos
505,1,2025-09-01,3055,5,760024,EUR,167.88,CR001104,Reparto internegocio banco 15%
506,1,2025-09-01,3055,5,760025,EUR,951.35,CR001104,Reparto internegocio fábrica 85%
507,1,2025-09-01,3019,2,760024,EUR,155.95,CR001104,Reparto internegocio banco 15%
508,1,2025-09-01,2018,2,760011,EUR,235.04,CR0008,Comisión gestión depósito
509,1,2025-09-01,1007,1,760004,EUR,209.2,CR0008,Comisión estudio préstamo
510,1,2025-09-01,3043,4,760022,EUR,703.49,CR0008,Comisión suscripción fondos
511,1,2025-09-01,3043,4,760024,EUR,105.52,CR001104,Reparto internegocio banco 15%
512,1,2025-09-01,3043,4,760025,EUR,597.97,CR001104,Reparto internegocio fábrica 85%
513,1,2025-09-01,3012,1,760025,EUR,1688.47,CR001104,Reparto internegocio fábrica 85%
514,1,2025-09-01,2047,4,760011,EUR,159.81,CR0008,Comisión gestión depósito
515,1,2025-09-01,2010,1,691001,EUR,-22.09,CR001302,Impuesto depósitos
516,1,2025-09-01,3005,1,760026,EUR,164.9,CR0008,Comisión distribución fondos
517,1,2025-09-01,1044,3,760001,EUR,3827.89,CR0001,Intereses cobrados préstamo hipotecario
518,1,2025-09-01,1008,1,760002,EUR,389.28,CR0008,Comisión apertura préstamo
519,1,2025-09-01,2060,5,691001,EUR,-24.49,CR001302,Impuesto depósitos
520,1,2025-09-01,2001,1,691002,EUR,-15.58,CR001301,Fondo garantía depósitos
521,1,2025-09-01,3043,4,760025,EUR,1770.22,CR001104,Reparto internegocio fábrica 85%
522,1,2025-09-01,2003,1,640001,EUR,-2331.09,CR0003,Intereses pagados depósito plazo fijo
523,1,2025-09-01,3023,2,760025,EUR,1290.4,CR001104,Reparto internegocio fábrica 85%
524,1,2025-09-01,1017,1,760003,EUR,238.28,CR0008,Comisión cancelación préstamo
525,1,2025-09-01,1018,2,760004,EUR,316.83,CR0008,Comisión estudio préstamo
526,1,2025-09-01,3028,2,760023,EUR,1240.87,CR0008,Comisión reembolso fondos
527,1,2025-09-01,3028,2,760024,EUR,186.13,CR001104,Reparto internegocio banco 15%
528,1,2025-09-01,3028,2,760025,EUR,1054.74,CR001104,Reparto internegocio fábrica 85%
529,1,2025-09-01,2054,5,640001,EUR,-1353.65,CR0003,Intereses pagados depósito plazo fijo
530,1,2025-09-01,2011,1,760011,EUR,121.09,CR0008,Comisión gestión depósito
531,1,2025-09-01,1036,3,760002,EUR,481.89,CR0008,Comisión apertura préstamo
532,1,2025-09-01,1046,3,760001,EUR,2474.57,CR0001,Intereses cobrados préstamo hipotecario
533,1,2025-09-01,2050,4,760012,EUR,112.98,CR0008,Comisión cancelación anticipada depósito
534,1,2025-09-01,2014,1,760011,EUR,196.59,CR0008,Comisión gestión depósito
535,1,2025-09-01,1006,1,760003,EUR,319.09,CR0008,Comisión cancelación préstamo
536,1,2025-09-01,2037,3,760012,EUR,114.09,CR0008,Comisión cancelación anticipada depósito
537,1,2025-09-01,3043,4,760023,EUR,1389.7,CR0008,Comisión reembolso fondos
538,1,2025-09-01,3043,4,760024,EUR,208.46,CR001104,Reparto internegocio banco 15%
539,1,2025-09-01,3043,4,760025,EUR,1181.25,CR001104,Reparto internegocio fábrica 85%
540,1,2025-09-01,2040,3,760011,EUR,185.2,CR0008,Comisión gestión depósito
541,1,2025-09-01,2056,5,760012,EUR,73.84,CR0008,Comisión cancelación anticipada depósito
542,1,2025-09-01,1029,2,760002,EUR,331.81,CR0008,Comisión apertura préstamo
543,1,2025-09-01,2011,1,691001,EUR,-28.82,CR001302,Impuesto depósitos
544,1,2025-09-01,3035,3,760024,EUR,287.13,CR001104,Reparto internegocio banco 15%
545,1,2025-09-01,1037,3,760002,EUR,384.25,CR0008,Comisión apertura préstamo
546,1,2025-09-01,2006,1,760011,EUR,151.98,CR0008,Comisión gestión depósito
547,1,2025-09-01,1032,2,760003,EUR,253.35,CR0008,Comisión cancelación préstamo
548,1,2025-09-01,3027,2,760021,EUR,1409.49,CR0008,Comisión gestión fondos
549,1,2025-09-01,3027,2,760024,EUR,211.42,CR001104,Reparto internegocio banco 15%
550,1,2025-09-01,3027,2,760025,EUR,1198.06,CR001104,Reparto internegocio fábrica 85%
551,1,2025-09-01,2036,3,640001,EUR,-1247.15,CR0003,Intereses pagados depósito plazo fijo
552,1,2025-09-01,2047,4,691002,EUR,-11.92,CR001301,Fondo garantía depósitos
553,1,2025-09-01,1009,1,760003,EUR,199.16,CR0008,Comisión cancelación préstamo
554,1,2025-09-01,1041,3,760003,EUR,376.88,CR0008,Comisión cancelación préstamo
555,1,2025-09-01,2023,2,760012,EUR,84.87,CR0008,Comisión cancelación anticipada depósito
556,1,2025-09-01,2008,1,760012,EUR,85.47,CR0008,Comisión cancelación anticipada depósito
557,1,2025-09-01,2054,5,640001,EUR,-2824.55,CR0003,Intereses pagados depósito plazo fijo
558,1,2025-09-01,3011,1,760025,EUR,925.95,CR001104,Reparto internegocio fábrica 85%
559,1,2025-09-01,2036,3,640001,EUR,-1841.65,CR0003,Intereses pagados depósito plazo fijo
560,1,2025-09-01,1005,1,760002,EUR,383.84,CR0008,Comisión apertura préstamo
561,1,2025-09-01,3019,2,760023,EUR,1414.18,CR0008,Comisión reembolso fondos
562,1,2025-09-01,3019,2,760024,EUR,212.13,CR001104,Reparto internegocio banco 15%
563,1,2025-09-01,3019,2,760025,EUR,1202.05,CR001104,Reparto internegocio fábrica 85%
564,1,2025-09-01,3053,5,760021,EUR,1050.98,CR0008,Comisión gestión fondos
565,1,2025-09-01,3053,5,760024,EUR,157.65,CR001104,Reparto internegocio banco 15%
566,1,2025-09-01,3053,5,760025,EUR,893.33,CR001104,Reparto internegocio fábrica 85%
567,1,2025-09-01,2060,5,640001,EUR,-2739.42,CR0003,Intereses pagados depósito plazo fijo
568,1,2025-09-01,2011,1,760012,EUR,97.09,CR0008,Comisión cancelación anticipada depósito
569,1,2025-09-01,2057,5,760011,EUR,178.56,CR0008,Comisión gestión depósito
570,1,2025-09-01,3057,5,760021,EUR,1109.17,CR0008,Comisión gestión fondos
571,1,2025-09-01,3057,5,760024,EUR,166.38,CR001104,Reparto internegocio banco 15%
572,1,2025-09-01,3057,5,760025,EUR,942.8,CR001104,Reparto internegocio fábrica 85%
573,1,2025-09-01,3057,5,760022,EUR,1079.95,CR0008,Comisión suscripción fondos
574,1,2025-09-01,3057,5,760024,EUR,161.99,CR001104,Reparto internegocio banco 15%
575,1,2025-09-01,3057,5,760025,EUR,917.95,CR001104,Reparto internegocio fábrica 85%
576,1,2025-09-01,1053,4,760002,EUR,323.54,CR0008,Comisión apertura préstamo
577,1,2025-09-01,3060,5,760022,EUR,1412.67,CR0008,Comisión suscripción fondos
578,1,2025-09-01,3060,5,760024,EUR,211.9,CR001104,Reparto internegocio banco 15%
579,1,2025-09-01,3060,5,760025,EUR,1200.77,CR001104,Reparto internegocio fábrica 85%
580,1,2025-09-01,2001,1,760012,EUR,62.53,CR0008,Comisión cancelación anticipada depósito
581,1,2025-09-01,2013,1,691001,EUR,-38.7,CR001302,Impuesto depósitos
582,1,2025-09-01,1003,1,760002,EUR,326.33,CR0008,Comisión apertura préstamo
583,1,2025-09-01,2036,3,640001,EUR,-2797.86,CR0003,Intereses pagados depósito plazo fijo
584,1,2025-09-01,2006,1,691001,EUR,-16.68,CR001302,Impuesto depósitos
585,1,2025-09-01,1003,1,760001,EUR,2762.31,CR0001,Intereses cobrados préstamo hipotecario
586,1,2025-09-01,3059,5,760023,EUR,1216.53,CR0008,Comisión reembolso fondos
587,1,2025-09-01,3059,5,760024,EUR,182.48,CR001104,Reparto internegocio banco 15%
588,1,2025-09-01,3059,5,760025,EUR,1034.05,CR001104,Reparto internegocio fábrica 85%
589,1,2025-09-01,1010,1,760004,EUR,489.18,CR0008,Comisión estudio préstamo
590,1,2025-09-01,2024,2,760012,EUR,133.52,CR0008,Comisión cancelación anticipada depósito
591,1,2025-09-01,2029,2,760011,EUR,167.9,CR0008,Comisión gestión depósito
592,1,2025-09-01,3053,5,760023,EUR,753.18,CR0008,Comisión reembolso fondos
593,1,2025-09-01,3053,5,760024,EUR,112.98,CR001104,Reparto internegocio banco 15%
594,1,2025-09-01,3053,5,760025,EUR,640.2,CR001104,Reparto internegocio fábrica 85%
595,1,2025-09-01,3011,1,760024,EUR,68.6,CR001104,Reparto internegocio banco 15%
596,1,2025-09-01,1040,3,760003,EUR,190.1,CR0008,Comisión cancelación préstamo
597,1,2025-09-01,1046,3,760001,EUR,2873.41,CR0001,Intereses cobrados préstamo hipotecario
598,1,2025-09-01,3046,4,760023,EUR,840.65,CR0008,Comisión reembolso fondos
599,1,2025-09-01,3046,4,760024,EUR,126.1,CR001104,Reparto internegocio banco 15%
